passportArea/name,passportArea/id,passportArea/alpha3code,passportArea/alpha2code,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role/code2,role/code3,role/name,birthArea/name,birthArea/id,birthArea/alpha3code,birthArea/alpha2code,wyId,foot,shortName,currentNationalTeamId
Saudi Arabia,682,SAU,SA,69,Taisir Jabir,,Al Jassim,16474,25/07/1984,169,MD,MID,Midfielder,Saudi Arabia,682,SAU,SA,122577,right,Taisir Al Jassim,16521
Saudi Arabia,682,SAU,SA,76,Omar Ibrahim Omar Othman,,Hawsawi,16470,27/09/1985,185,DF,DEF,Defender,Saudi Arabia,682,SAU,SA,122651,right,Omar Hawsawi,16521
Northern Ireland,0,XNI,,75,Niall,,McGinn,8518,20/07/1987,183,MD,MID,Midfielder,Northern Ireland,0,XNI,,9525,right,N. McGinn,10962
Saudi Arabia,682,SAU,SA,79,Muhannad,,Asiri Abu Radiah,16465,14/10/1986,185,FW,FWD,Forward,Saudi Arabia,682,SAU,SA,122749,right,Muhannad Asiri,16521
Nigeria,566,NGA,NG,80,Daniel,,Akpeyi,16418,08/03/1986,186,GK,GKP,Goalkeeper,Nigeria,566,NGA,NG,125205,right,D. Akpeyi,16823
Saudi Arabia,682,SAU,SA,63,Salman Mohammed,,Al Faraj,16467,01/08/1989,179,MD,MID,Midfielder,Saudi Arabia,682,SAU,SA,122847,left,Salman Al Faraj,16521
Saudi Arabia,682,SAU,SA,60,Yahya Sulaiman,,Al Shehri,16470,26/06/1990,164,MD,MID,Midfielder,Saudi Arabia,682,SAU,SA,122888,left,Yahya Al Shehri,16521
Saudi Arabia,682,SAU,SA,63,Yasir Gharsan,,Al Shahrani,16467,25/05/1992,170,DF,DEF,Defender,Saudi Arabia,682,SAU,SA,122940,right,Yasir Al Shahrani,16521
Senegal,686,SEN,SN,83,Mamadou,,Sakho,1628,13/02/1990,187,DF,DEF,Defender,France,250,FRA,FR,25430,left,M. Sakho,4418
Croatia,191,HRV,HR,79,Dominik,,Livakovi\u0107,9417,09/01/1995,187,GK,GKP,Goalkeeper,Croatia,191,HRV,HR,135784,right,D. Livakovi\u0107,9598
Colombia,170,COL,CO,76,David,,Ospina Ram\u00edrez,3187,31/08/1988,183,GK,GKP,Goalkeeper,Colombia,170,COL,CO,25662,right,D. Ospina,12430
Senegal,686,SEN,SN,72,Idrissa Gana,,Gueye,1623,26/09/1989,174,MD,MID,Midfielder,Senegal,686,SEN,SN,25706,right,I. Gueye,19314
Belgium,56,BEL,BE,74,Eden,,Hazard,1610,07/01/1991,173,FW,FWD,Forward,Belgium,56,BEL,BE,25707,right,E. Hazard,5629
Wales,0,XWA,,71,Connor,,Roberts,10531,23/09/1995,175,DF,DEF,Defender,Wales,0,XWA,,386197,right,C. Roberts,10682
Iceland,352,ISL,IS,85,Frederik August,,Albrecht Schram,7497,19/01/1995,195,GK,GKP,Goalkeeper,Iceland,352,ISL,IS,240906,right,F. Schram,7839
Central African Republic,140,CAF,CF,85,Kurt Happy,,Zouma,1623,27/10/1994,190,DF,DEF,Defender,France,250,FRA,FR,25854,right,K. Zouma,4418
Iceland,352,ISL,IS,76,Sam\u00fael K\u00e1ri,,Fridj\u00f3nsson,7092,22/02/1996,181,MD,MID,Midfielder,Iceland,352,ISL,IS,233276,right,S. Fridj\u00f3nsson,7839
Costa Rica,188,CRI,CR,79,David Alberto,,Guzm\u00e1n P\u00e9rez,8113,18/02/1990,178,MD,MID,Midfielder,Costa Rica,188,CRI,CR,125260,right,D. Guzm\u00e1n,16871
Spain,724,ESP,ES,75,Rafael,,M\u00e1rquez \u00c1lvarez,null,13/02/1979,184,DF,DEF,Defender,Mexico,484,MEX,MX,59003,right,R. M\u00e1rquez,null
Saudi Arabia,682,SAU,SA,66,Abdullah Ibrahim,,Otayf,16467,03/08/1992,177,MD,MID,Midfielder,Saudi Arabia,682,SAU,SA,139393,right,Abdullah Otayf,16521
Romania,642,ROU,RO,71,Claudiu Andrei,,Ke\u0219er\u00fc,9311,02/12/1986,178,FW,FWD,Forward,Romania,642,ROU,RO,26270,left,C. Ke\u0219er\u00fc,11944
Tunisia,788,TUN,TN,75,Mohamed Amine,,Ben Amor,16231,03/05/1992,184,MD,MID,Midfielder,Tunisia,788,TUN,TN,354041,right,M. Ben Amor,16276
Tunisia,788,TUN,TN,72,Ghilane,,Chaalali,16232,28/02/1994,179,MD,MID,Midfielder,Tunisia,788,TUN,TN,354043,right,G. Chaalali,16276
Iran,364,IRN,IR,75,Saman,,Ghoddos,3789,06/09/1993,176,FW,FWD,Forward,Sweden,752,SWE,SE,53562,right,S. Ghoddos,10840
Panama,591,PAN,PA,76,Gabriel Enrique,,G\u00f3mez Gir\u00f3n,12401,29/05/1984,189,MD,MID,Midfielder,Panama,591,PAN,PA,59083,right,G. G\u00f3mez,17929
Panama,591,PAN,PA,75,An\u00edbal Cesis,,Godoy,7851,10/02/1990,182,MD,MID,Midfielder,Panama,591,PAN,PA,86414,left,A. Godoy,17929
Costa Rica,188,CRI,CR,77,Johan Alberto,,Venegas Ulloa,16834,27/11/1988,183,MD,MID,Midfielder,Costa Rica,188,CRI,CR,125452,right,J. Venegas,16871
Costa Rica,188,CRI,CR,74,Leonel,,Moreira Ledezma,16843,02/04/1990,179,GK,GKP,Goalkeeper,Costa Rica,188,CRI,CR,125510,right,L. Moreira,16871
Costa Rica,188,CRI,CR,77,Francisco Javier,,Calvo Quesada,8095,08/07/1992,180,DF,DEF,Defender,Costa Rica,188,CRI,CR,125512,left,F. Calvo,16871
Northern Ireland,0,XNI,,80,Roy,,Carroll,10847,30/09/1977,188,GK,GKP,Goalkeeper,Northern Ireland,0,XNI,,92895,right,R. Carroll,10962
Senegal,686,SEN,SN,90,Cheikh,,N'Doye,3799,29/03/1986,192,MD,MID,Midfielder,Senegal,686,SEN,SN,27412,right,C. N'Doye,19314
Panama,591,PAN,PA,72,Luis Carlos,,Ovalle Victoria,17924,07/09/1988,178,DF,DEF,Defender,Panama,591,PAN,PA,131862,left,L. Ovalle,17929
Tunisia,788,TUN,TN,70,Anice,,Badri,16232,18/09/1990,177,FW,FWD,Forward,France,250,FRA,FR,28094,right,A. Badri,16276
Panama,591,PAN,PA,84,Alex Ra\u00fal,,Rodr\u00edguez Ledezma,17916,05/08/1990,197,GK,GKP,Goalkeeper,Panama,591,PAN,PA,167241,right,A. Rodr\u00edguez,17929
Colombia,170,COL,CO,79,Davinson,,S\u00e1nchez Mina,1624,12/06/1996,187,DF,DEF,Defender,Colombia,170,COL,CO,257762,right,D. S\u00e1nchez,12430
Iran,364,IRN,IR,75,Vahid,,Amiri,4488,02/04/1988,179,MD,MID,Midfielder,Iran,364,IRN,IR,237836,left,V. Amiri,10840
Gambia,270,GMB,GM,77,Joe,,Gomez,1612,23/05/1997,188,DF,DEF,Defender,England,0,XEN,,257899,right,J. Gomez,2413
Senegal,686,SEN,SN,67,Youssouf,,Sabaly,3772,05/03/1993,173,DF,DEF,Defender,France,250,FRA,FR,28529,right,Y. Sabaly,19314
Serbia,688,SRB,RS,96,Danny,,Vukovi\u0107,5081,27/03/1985,188,GK,GKP,Goalkeeper,Australia,36,AUS,AU,61360,right,D. Vukovi\u0107,8493
Australia,36,AUS,AU,70,Josh,,Risdon,22318,27/07/1992,167,DF,DEF,Defender,Australia,36,AUS,AU,61367,right,J. Risdon,8493
England,0,XEN,,82,Mathew,,Ryan,1651,08/04/1992,184,GK,GKP,Goalkeeper,Australia,36,AUS,AU,61390,right,M. Ryan,8493
Costa Rica,188,CRI,CR,82,R\u00e1ndall,,Azofeifa Corrales,16843,30/12/1984,183,MD,MID,Midfielder,Costa Rica,188,CRI,CR,32706,right,R. Azofeifa,16871
Ireland Republic,372,IRL,IE,72,Robbie,,Keane,null,08/07/1980,176,FW,FWD,Forward,Ireland Republic,372,IRL,IE,8025,right,R. Keane,null
Romania,642,ROU,RO,65,Gabriel Andrei,,Torje,4513,22/11/1989,169,MD,MID,Midfielder,Romania,642,ROU,RO,20596,right,G. Torje,11944
Saudi Arabia,682,SAU,SA,66,Hattan,,Bahbir,16472,16/07/1992,170,MD,MID,Midfielder,Saudi Arabia,682,SAU,SA,122615,right,Hattan Bahbir,16521
Poland,616,POL,PL,73,Rafa\u0142,,Kurzawa,3789,29/01/1993,182,MD,MID,Midfielder,Poland,616,POL,PL,225324,left,R. Kurzawa,13869
Greece,300,GRC,GR,78,Dimitri,,Petratos,8313,10/11/1992,175,MD,MID,Midfielder,Australia,36,AUS,AU,61492,right,D. Petratos,8493
S\u00e3o Tom\u00e9 e Pr\u00edncipe,678,STP,ST,70,Renato J\u00fanior,,Luz Sanches,2444,18/08/1997,176,MD,MID,Midfielder,Portugal,620,PRT,PT,258162,right,Renato Sanches,9905
Korea Republic,410,KOR,KR,75,Hyun-Woo,,Cho,14772,25/09/1991,189,GK,GKP,Goalkeeper,Korea Republic,410,KOR,KR,256043,right,Hyun-Woo Cho,14855
France,250,FRA,FR,63,Jordan,,Leborgne,null,29/09/1995,173,MD,MID,Midfielder,Guadeloupe,312,GLP,GP,258408,right,J. Leborgne,null
Japan,392,JPN,JP,68,Genki,,Haraguchi,2455,09/05/1991,177,MD,MID,Midfielder,Japan,392,JPN,JP,94650,right,G. Haraguchi,12913
Japan,392,JPN,JP,70,Hiroki,,Sakai,3771,12/04/1990,183,DF,DEF,Defender,Japan,392,JPN,JP,94695,right,H. Sakai,12913
Sweden,752,SWE,SE,77,Mikael,,Lustig,8508,13/12/1986,189,DF,DEF,Defender,Sweden,752,SWE,SE,61949,right,M. Lustig,7047
Korea Republic,410,KOR,KR,75,Sung-Yeung,,Ki,1613,24/01/1989,186,MD,MID,Midfielder,Korea Republic,410,KOR,KR,61962,right,Sung-Yeung Ki,14855
Northern Ireland,0,XNI,,72,Steven,,Davis,1619,01/01/1985,173,MD,MID,Midfielder,Northern Ireland,0,XNI,,61988,right,S. Davis,10962
Northern Ireland,0,XNI,,70,Kyle,,Lafferty,8509,16/09/1987,193,FW,FWD,Forward,Northern Ireland,0,XNI,,62001,right,K. Lafferty,10962
Japan,392,JPN,JP,74,Gen,,Sh\u014dji,12800,11/12/1992,182,DF,DEF,Defender,Japan,392,JPN,JP,94814,right,G. Sh\u014dji,12913
Congo,178,COG,CG,69,Jules,,Iloki,null,14/01/1992,172,MD,MID,Midfielder,France,250,FRA,FR,217872,right,J. Iloki,null
United States,840,USA,US,80,Darren,,Randolph,1620,12/05/1987,185,GK,GKP,Goalkeeper,Ireland Republic,372,IRL,IE,62071,right,D. Randolph,8274
Sweden,752,SWE,SE,84,Andreas,,Granqvist,6718,16/04/1985,192,DF,DEF,Defender,Sweden,752,SWE,SE,21275,right,A. Granqvist,7047
Japan,392,JPN,JP,64,Ryota,,Oshima,12812,23/01/1993,168,MD,MID,Midfielder,Japan,392,JPN,JP,94922,right,R. Oshima,12913
Egypt,818,EGY,EG,74,Tarek,,Hamed,27533,24/10/1988,179,MD,MID,Midfielder,Egypt,818,EGY,EG,437417,right,Tarek Hamed,16129
Senegal,686,SEN,SN,78,Khadim,,N'Diaye,19644,05/04/1985,191,GK,GKP,Goalkeeper,Senegal,686,SEN,SN,133897,right,K. N'Diaye,19314
Northern Ireland,0,XNI,,84,Alan,,Mannus,8152,19/05/1982,188,GK,GKP,Goalkeeper,Canada,124,CAN,CA,62300,right,A. Mannus,10962
Saudi Arabia,682,SAU,SA,79,Motaz Ali Hassan,,Hawsawi,16465,17/02/1992,180,DF,DEF,Defender,Saudi Arabia,682,SAU,SA,139391,right,Motaz Hawsawi,16521
Iceland,352,ISL,IS,74,Birkir M\u00e1r,,S\u00e6varsson,7735,11/11/1984,187,DF,DEF,Defender,Iceland,352,ISL,IS,54451,right,B. S\u00e6varsson,7839
Iran,364,IRN,IR,73,Daniel,,Arzani,8508,04/01/1999,171,MD,MID,Midfielder,Australia,36,AUS,AU,403613,right,D. Arzani,8493
Netherlands,528,NLD,NL,68,Aaron,,Mooy,1673,15/09/1990,174,MD,MID,Midfielder,Australia,36,AUS,AU,62389,right,A. Mooy,8493
Korea Republic,410,KOR,KR,74,Young-Gwon,,Kim,58945,27/02/1990,184,DF,DEF,Defender,Korea Republic,410,KOR,KR,95200,left,Young-Gwon Kim,14855
Korea Republic,410,KOR,KR,66,Min-Woo,,Kim,14777,25/02/1990,174,MD,MID,Midfielder,Korea Republic,410,KOR,KR,95299,left,Min-Woo Kim,14855
Japan,392,JPN,JP,75,Wataru,,Endo,5082,09/02/1993,178,DF,DEF,Defender,Japan,392,JPN,JP,95349,right,W. Endo,12913
Serbia,688,SRB,RS,82,Aleksandar,,Mitrovi\u0107,1616,16/09/1994,189,FW,FWD,Forward,Serbia,688,SRB,RS,128214,right,A. Mitrovi\u0107,17322
Korea Republic,410,KOR,KR,78,Woo-Young,,Jung,16449,14/12/1989,186,MD,MID,Midfielder,Korea Republic,410,KOR,KR,95490,right,Woo-Young Jung,14855
Scotland,0,XSC,,80,Jackson,,Irvine,1672,07/03/1993,189,MD,MID,Midfielder,Australia,36,AUS,AU,62743,right,J. Irvine,8493
Japan,392,JPN,JP,77,Tomoaki,,Makino,12799,11/05/1987,182,DF,DEF,Defender,Japan,392,JPN,JP,94630,right,T. Makino,12913
Panama,591,PAN,PA,78,Erick Javier,,Davis Grajales,14390,31/03/1991,179,DF,DEF,Defender,Panama,591,PAN,PA,116364,left,E. Davis,17929
Morocco,504,MAR,MA,73,Oualid,,El Hajjam,3789,19/02/1991,181,DF,DEF,Defender,France,250,FRA,FR,30320,right,O. El Hajjam,16216
Nigeria,566,NGA,NG,69,Ikechukwu,,Ezenwa,16786,16/10/1988,185,GK,GKP,Goalkeeper,Nigeria,566,NGA,NG,125207,right,I. Ezenwa,16823
Morocco,504,MAR,MA,70,Karim,,Achahbar,null,03/01/1996,182,FW,FWD,Forward,France,250,FRA,FR,260001,left,K. Achahbar,null
Panama,591,PAN,PA,71,Adolfo Abdiel,,Machado,7944,14/02/1985,182,DF,DEF,Defender,Panama,591,PAN,PA,125848,right,A. Machado,17929
Costa Rica,188,CRI,CR,76,Daniel,,Colindres Solera,null,10/01/1985,180,FW,FWD,Forward,Costa Rica,188,CRI,CR,125273,right,D. Colindres,16871
Costa Rica,188,CRI,CR,75,Patrick Alberto,,Pemberton Bernard,16835,24/04/1982,178,GK,GKP,Goalkeeper,Costa Rica,188,CRI,CR,125282,right,P. Pemberton,16871
Saudi Arabia,682,SAU,SA,61,Mohammed,,Al Burayk,16467,15/09/1992,173,DF,DEF,Defender,Saudi Arabia,682,SAU,SA,292954,right,Mohammed Al Burayk,16521
Senegal,686,SEN,SN,85,Serigne Modou Kara,,Mbodji,3770,22/11/1989,192,DF,DEF,Defender,Senegal,686,SEN,SN,54315,right,K. Mbodji,19314
Peru,604,PER,PE,73,Nilson Evair,,Loyola Morales,15534,26/10/1994,175,DF,DEF,Defender,Peru,604,PER,PE,325910,left,N. Loyola,15594
Albania,8,ALB,AL,78,Orges,,Shehi,null,25/09/1977,182,GK,GKP,Goalkeeper,Albania,8,ALB,AL,64178,right,O. Shehi,null
Saudi Arabia,682,SAU,SA,83,Ali,,Al Bulayhi,16467,21/11/1989,182,DF,DEF,Defender,Saudi Arabia,682,SAU,SA,398219,left,Ali Al Bulayhi,16521
Mali,466,MLI,ML,68,N'Golo,,Kant\u00e9,1610,29/03/1991,168,MD,MID,Midfielder,France,250,FRA,FR,31528,right,N. Kant\u00e9,4418
Morocco,504,MAR,MA,80,Munir,,Mohand Mohamedi,683,10/05/1989,190,GK,GKP,Goalkeeper,Spain,724,ESP,ES,6509,right,Munir,16216
Albania,8,ALB,AL,83,Alban,,Hoxha,8675,23/11/1987,188,GK,GKP,Goalkeeper,Albania,8,ALB,AL,64698,right,A. Hoxha,8731
Senegal,686,SEN,SN,78,Moussa,,Konat\u00e9,3789,03/04/1993,181,FW,FWD,Forward,Senegal,686,SEN,SN,97582,right,M. Konat\u00e9,19314
Congo DR,180,COD,CD,76,Tanguy,,Ndomb\u00e8l\u00e9 Alvaro,3766,28/12/1996,181,MD,MID,Midfielder,France,250,FRA,FR,294695,right,T. Ndomb\u00e8l\u00e9,4418
Turkey,792,TUR,TR,78,Cenk,,Tosun,1623,07/06/1991,183,FW,FWD,Forward,Germany,276,DEU,DE,32636,right,C. Tosun,4687
Ireland Republic,372,IRL,IE,87,Richard,,Keogh,1647,11/08/1986,188,DF,DEF,Defender,England,0,XEN,,8764,right,R. Keogh,8274
Northern Ireland,0,XNI,,73,Craig,,Cathcart,1644,06/02/1989,188,DF,DEF,Defender,Northern Ireland,0,XNI,,9403,right,C. Cathcart,10962
Northern Ireland,0,XNI,,71,Aaron ,,Hughes,8510,08/11/1979,183,DF,DEF,Defender,Northern Ireland,0,XNI,,11135,right,A. Hughes,10962
Austria,40,AUT,AT,85,Kevin,,Wimmer,2455,15/11/1992,187,DF,DEF,Defender,Austria,40,AUT,AT,65254,left,K. Wimmer,9109
France,250,FRA,FR,0,Michel Ndary,,Adopo,3713,19/07/2000,187,MD,MID,Midfielder,France,250,FRA,FR,562846,right,M. Adopo,null
Italy,380,ITA,IT,0,Emanuel,,Ercolano,22302,15/10/2002,0,DF,DEF,Defender,Italy,380,ITA,IT,560427,null,E. Ercolano,null
Albania,8,ALB,AL,0,Luis,,Ndreu,3724,20/05/1999,0,MD,MID,Midfielder,Albania,8,ALB,AL,540634,right,L. Ndreu,null
Italy,380,ITA,IT,0,Samuel,,Pizzignacco,3724,01/09/2001,0,GK,GKP,Goalkeeper,Italy,380,ITA,IT,531691,right,S. Pizzignacco,null
Italy,380,ITA,IT,79,Andrea,,Donadello,3724,28/04/2000,186,DF,DEF,Defender,Italy,380,ITA,IT,531687,right,A. Donadello,null
Italy,380,ITA,IT,83,Giacomo,,Figliuzzi,3731,12/11/2000,184,GK,GKP,Goalkeeper,Italy,380,ITA,IT,530879,right,G. Figliuzzi,null
C\u00f4te d'Ivoire,384,CIV,CI,0,Ben Lhassine,,Kone,3713,14/03/2000,0,MD,MID,Midfielder,C\u00f4te d'Ivoire,384,CIV,CI,530642,left,B. Kone,null
Brazil,76,BRA,BR,81,Gabriel,,Barbosa Avelino,23791,17/03/1999,193,FW,FWD,Forward,Brazil,76,BRA,BR,485450,right,Gabriel Barbosa,null
Italy,380,ITA,IT,79,Aldo,,Caiazza,31268,20/03/1999,185,DF,DEF,Defender,Italy,380,ITA,IT,471252,right,A. Caiazza,null
Spain,724,ESP,ES,80,Erick Steven,,Ferigra Burnham,3185,07/02/1999,188,DF,DEF,Defender,Ecuador,218,ECU,EC,471124,right,E. Ferigra,null
Italy,380,ITA,IT,74,Alessio,,Miceli,3535,31/08/1999,179,MD,MID,Midfielder,Italy,380,ITA,IT,423597,right,A. Miceli,null
Italy,380,ITA,IT,0,Lorenzo,,Peli,3715,24/01/2000,0,FW,FWD,Forward,Italy,380,ITA,IT,422570,right,L. Peli,27928
Italy,380,ITA,IT,0,Andrea,,Colpani,3715,11/05/1999,0,MD,MID,Midfielder,Italy,380,ITA,IT,422555,left,A. Colpani,3764
Italy,380,ITA,IT,0,Enrico,,Del Prato,3715,10/11/1999,0,DF,DEF,Defender,Italy,380,ITA,IT,422552,right,E. Del Prato,3764
Cameroon,120,CMR,CM,0,Frank,,Tsadjout,26542,28/07/1999,0,FW,FWD,Forward,Italy,380,ITA,IT,422086,left,F. Tsadjout,null
Italy,380,ITA,IT,0,Salvatore,,Elia,3252,30/06/1999,0,FW,FWD,Forward,Italy,380,ITA,IT,418317,right,S. Elia,null
Italy,380,ITA,IT,0,Alessandro,,Fiordaliso,3230,20/03/1999,0,DF,DEF,Defender,Italy,380,ITA,IT,416011,right,A. Fiordaliso,null
Italy,380,ITA,IT,68,Vincenzo,,Millico,3713,12/08/2000,173,FW,FWD,Forward,Italy,380,ITA,IT,401883,right,V. Millico,3761
Italy,380,ITA,IT,0,Thomas,,Bolis,3183,02/08/1998,0,MD,MID,Midfielder,Italy,380,ITA,IT,399181,right,T. Bolis,null
Italy,380,ITA,IT,0,Luca,,Sparandeo,3219,18/08/1999,0,DF,DEF,Defender,Italy,380,ITA,IT,360778,left,L. Sparandeo,null
Italy,380,ITA,IT,0,Emanuele,,Torrasi,26542,16/03/1999,180,MD,MID,Midfielder,Italy,380,ITA,IT,354470,right,E. Torrasi,27928
Italy,380,ITA,IT,80,Gabriel Alejandro,,Paletta,9142,15/02/1986,190,DF,DEF,Defender,Argentina,32,ARG,AR,20490,right,G. Paletta,null
Italy,380,ITA,IT,77,Daniele,,Gastaldello,3167,25/06/1983,185,DF,DEF,Defender,Italy,380,ITA,IT,20610,right,D. Gastaldello,null
Cura\u00e7ao,531,CUW,CW,69,Gregory,,van der Wiel,14995,03/02/1988,183,DF,DEF,Defender,Netherlands,528,NLD,NL,45,right,G. van der Wiel,null
Italy,380,ITA,IT,78,Karamoko,,Ciss\u00e9,3194,14/11/1988,184,FW,FWD,Forward,Guinea,324,GIN,GN,21235,right,K. Ciss\u00e9,null
Italy,380,ITA,IT,78,Marcello,,Gazzola,3160,03/04/1985,183,DF,DEF,Defender,Italy,380,ITA,IT,22152,right,M. Gazzola,null
Italy,380,ITA,IT,73,Fabio Giovanni,,Ceravolo,3160,05/03/1987,180,FW,FWD,Forward,Italy,380,ITA,IT,22686,right,F. Ceravolo,null
Croatia,191,HRV,HR,82,Duje,,\u010cop,690,01/02/1990,187,FW,FWD,Forward,Croatia,191,HRV,HR,69610,right,D. \u010cop,null
Spain,724,ESP,ES,79,Alejandro Dami\u00e1n,,Gonz\u00e1lez Hern\u00e1ndez,12299,23/03/1988,184,DF,DEF,Defender,Uruguay,858,URY,UY,116160,right,A. Gonz\u00e1lez,null
Italy,380,ITA,IT,80,Daniele,,Gasparetto,3182,06/04/1988,195,DF,DEF,Defender,Italy,380,ITA,IT,21500,right,D. Gasparetto,null
Italy,380,ITA,IT,75,Mirko,,Eramo,3404,12/07/1989,184,MD,MID,Midfielder,Italy,380,ITA,IT,22565,right,M. Eramo,null
Italy,380,ITA,IT,75,Domenico,,Maietta,3178,03/08/1982,184,DF,DEF,Defender,Italy,380,ITA,IT,21306,right,D. Maietta,null
Italy,380,ITA,IT,78,Michele,,Cremonesi,3179,15/04/1988,183,DF,DEF,Defender,Italy,380,ITA,IT,21725,right,M. Cremonesi,null
Italy,380,ITA,IT,76,Federico,,Melchiorri,3179,06/01/1987,185,FW,FWD,Forward,Italy,380,ITA,IT,145344,right,F. Melchiorri,null
Germany,276,DEU,DE,77,Oliver,,Kragl,3222,12/05/1990,180,MD,MID,Midfielder,Germany,276,DEU,DE,16922,left,O. Kragl,null
Italy,380,ITA,IT,75,Michele,,Camporese,3222,19/05/1992,186,DF,DEF,Defender,Italy,380,ITA,IT,20925,right,M. Camporese,null
Cuba,192,CUB,CU,80,Kristiano Samuel,,Armenteros Nunez Mendoza Jansson,8113,27/05/1990,181,FW,FWD,Forward,Sweden,752,SWE,SE,658,left,S. Armenteros,null
Belgium,56,BEL,BE,85,No\u00eb,,Dussenne,5187,07/04/1992,191,DF,DEF,Defender,Belgium,56,BEL,BE,37959,right,N. Dussenne,null
Algeria,12,DZA,DZ,73,Saphir Sliti,,Ta\u00efder,8142,29/02/1992,180,MD,MID,Midfielder,France,250,FRA,FR,20690,right,S. Ta\u00efder,16009
Portugal,620,PRT,PT,90,Gabriel,,Vasconcelos Ferreira,3179,27/09/1992,193,GK,GKP,Goalkeeper,Brazil,76,BRA,BR,40820,right,Gabriel,null
Italy,380,ITA,IT,82,Michele,,Rigione,3165,07/03/1991,185,DF,DEF,Defender,Italy,380,ITA,IT,21730,right,M. Rigione,null
Croatia,191,HRV,HR,74,Petar,,Brlek,6433,29/01/1994,180,MD,MID,Midfielder,Croatia,191,HRV,HR,69658,right,P. Brlek,null
Mali,466,MLI,ML,87,Molla,,Wagu\u00e9,3163,21/02/1991,191,DF,DEF,Defender,France,250,FRA,FR,25885,right,M. Wagu\u00e9,19001
Italy,380,ITA,IT,80,Luca,,Mora,3205,10/05/1988,183,MD,MID,Midfielder,Italy,380,ITA,IT,22864,left,L. Mora,null
Italy,380,ITA,IT,81,Gianluca,,Di Chiara,3219,12/01/1993,184,DF,DEF,Defender,Italy,380,ITA,IT,21578,left,G. Di Chiara,null
Italy,380,ITA,IT,67,Luca,,Garritano,3311,11/02/1994,172,MD,MID,Midfielder,Italy,380,ITA,IT,238832,right,L. Garritano,null
Italy,380,ITA,IT,70,Davide,,Zappacosta,1610,11/06/1992,182,DF,DEF,Defender,Italy,380,ITA,IT,22889,right,D. Zappacosta,null
Italy,380,ITA,IT,65,Amato,,Ciciretti,3160,31/12/1993,170,FW,FWD,Forward,Italy,380,ITA,IT,134484,left,A. Ciciretti,null
Italy,380,ITA,IT,67,Mattia,,Aramu,3169,14/05/1995,180,FW,FWD,Forward,Italy,380,ITA,IT,134440,left,M. Aramu,null
Slovakia,703,SVK,SK,68,D\u00e1vid,,Ivan,3231,26/02/1995,173,MD,MID,Midfielder,Slovakia,703,SVK,SK,138402,right,D. Ivan,null
Italy,380,ITA,IT,70,Mamadou Yaye,,Kanoute,3198,07/10/1993,174,FW,FWD,Forward,Senegal,686,SEN,SN,23124,right,M. Kanoute,null
Romania,642,ROU,RO,80,George Alexandru,,Pu\u015fca\u015f,3171,08/04/1996,188,FW,FWD,Forward,Romania,642,ROU,RO,137161,right,G. Pu\u015fca\u015f,11944
Greece,300,GRC,GR,85,Marios,,Oikonomou,12511,06/10/1992,189,DF,DEF,Defender,Greece,300,GRC,GR,93341,right,M. Oikonomou,null
Italy,380,ITA,IT,72,Yussif Raman,,Chibsah,3254,10/03/1993,178,MD,MID,Midfielder,Ghana,288,GHA,GH,220341,right,R. Chibsah,null
Poland,616,POL,PL,79,Pawe\u0142,,Bochniewicz,13512,30/01/1996,187,DF,DEF,Defender,Poland,616,POL,PL,240039,left,P. Bochniewicz,13876
Sweden,752,SWE,SE,79,Samuel,,Gustafson,3194,11/01/1995,186,MD,MID,Midfielder,Sweden,752,SWE,SE,252473,right,S. Gustafson,null
Italy,380,ITA,IT,75,Luca,,Vido,3179,03/02/1997,182,FW,FWD,Forward,Italy,380,ITA,IT,262384,right,L. Vido,3763
Netherlands,528,NLD,NL,82,Wesley,,Hoedt,1619,06/03/1994,192,DF,DEF,Defender,Netherlands,528,NLD,NL,268776,left,W. Hoedt,null
Italy,380,ITA,IT,77,Alessandro,,Bellemo,3309,07/08/1995,182,MD,MID,Midfielder,Italy,380,ITA,IT,270034,right,A. Bellemo,null
Venezuela,862,VEN,VE,83,Hermes Arist\u00f3teles,,Romero,3197,18/10/1995,186,MD,MID,Midfielder,Venezuela,862,VEN,VE,293198,right,A. Romero,null
Italy,380,ITA,IT,75,Fabio,,Della Giovanna,3282,21/03/1997,185,DF,DEF,Defender,Italy,380,ITA,IT,286219,left,F. Della Giovanna,null
France,250,FRA,FR,76,Maxime,,Leverbe,3164,15/02/1997,188,DF,DEF,Defender,France,250,FRA,FR,298021,right,M. Leverbe,null
Bosnia-Herzegovina,70,BIH,BA,73,\u0106azim,,Sulji\u0107,3291,29/10/1996,178,MD,MID,Midfielder,France,250,FRA,FR,340085,right,C. Sulji\u0107,null
Portugal,620,PRT,PT,67,Tiago Daniel,,Rodrigues Dias,9686,04/05/1998,175,FW,FWD,Forward,Portugal,620,PRT,PT,343273,left,Tiago Dias,9911
Slovenia,705,SVN,SI,76,Vitja,,Valen\u010di\u010d,11953,12/03/1999,177,MD,MID,Midfielder,Slovenia,705,SVN,SI,345817,right,V. Valen\u010di\u010d,null
Italy,380,ITA,IT,0,Stefano,,Ciavattini,3170,30/03/1998,0,DF,DEF,Defender,Italy,380,ITA,IT,347014,right,S. Ciavattini,null
